-9, -22, 2
-9, -21, 2
-10, -25, 2
-10, -24, 2
-10, -23, 2
-10, -22, 2
-10, -21, 2
-11, -25, 2
-11, -24, 2
-11, -23, 2
-7, -26, 2
-8, -26, 2
-9, -26, 2
-10, -26, 2
-11, -26, 2
-11, -22, 2
-12, -26, 2
-12, -25, 2
-12, -24, 2
-8, -27, 2
-9, -27, 2
-10, -27, 2
-11, -27, 2
-12, -27, 2
-12, -23, 2
-13, -27, 2
-13, -26, 2
-13, -25, 2
-9, -28, 2
-10, -28, 2
-11, -28, 2
-12, -28, 2
-13, -28, 2
-9, -29, 2
-10, -29, 2
-11, -29, 2
-12, -29, 2
-13, -29, 2
-14, -29, 2
-14, -28, 2
-14, -27, 2
-10, -30, 2
-11, -30, 2
-12, -30, 2
-13, -30, 2
-14, -30, 2
-13, -31, 2
-14, -31, 2
-15, -31, 2
-15, -30, 2
-15, -29, 2
